Id;Kolejka;season;home;away;date;hour;gh;ga;IsCancelled;IsWalkover;note
17204;24;2018/2019;Zagłębie Sosnowiec;Korona Kielce;2019-03-02;15:30;4;1;0;0;
17205;24;2018/2019;Wisła Płock;Cracovia;2019-03-02;20:30;3;2;0;0;
17206;24;2018/2019;Wisła Kraków;Pogoń Szczecin;2019-03-03;15:30;2;3;0;0;
17207;24;2018/2019;Jagiellonia Białystok;Górnik Zabrze;2019-03-02;18:00;2;2;0;0;
17208;25;2018/2019;Cracovia;Zagłębie Sosnowiec;2019-03-09;15:30;2;1;0;0;
17209;25;2018/2019;Korona Kielce;Wisła Kraków;2019-03-09;18:00;2;6;0;0;
17210;25;2018/2019;Górnik Zabrze;Piast Gliwice;2019-03-08;18:00;0;2;0;0;
17211;25;2018/2019;Lechia Gdańsk;Wisła Płock;2019-03-11;18:00;1;1;0;0;
17212;25;2018/2019;Pogoń Szczecin;Zagłębie Lubin;2019-03-10;15:30;0;3;0;0;
17213;25;2018/2019;Arka Gdynia;Legia Warszawa;2019-03-09;20:30;1;2;0;0;
17214;25;2018/2019;Śląsk Wrocław;Jagiellonia Białystok;2019-03-08;20:30;2;0;0;0;
17215;25;2018/2019;Miedź Legnica;Lech Poznań;2019-03-10;18:00;3;2;0;0;
17216;26;2018/2019;Wisła Kraków;Cracovia;2019-03-17;18:00;3;2;0;0;
17217;26;2018/2019;Piast Gliwice;Miedź Legnica;2019-03-17;15:30;2;1;0;0;
17218;26;2018/2019;Lech Poznań;Górnik Zabrze;2019-03-15;20:30;0;3;0;0;
17219;26;2018/2019;Legia Warszawa;Śląsk Wrocław;2019-03-16;20:30;1;0;0;0;
17220;26;2018/2019;Zagłębie Lubin;Arka Gdynia;2019-03-17;15:30;0;0;0;0;
17221;26;2018/2019;Jagiellonia Białystok;Korona Kielce;2019-03-16;15:30;1;3;0;0;
17222;26;2018/2019;Zagłębie Sosnowiec;Lechia Gdańsk;2019-03-16;18:00;0;1;0;0;
17223;26;2018/2019;Wisła Płock;Pogoń Szczecin;2019-03-15;18:00;0;2;0;0;
17224;27;2018/2019;Pogoń Szczecin;Jagiellonia Białystok;2019-03-31;15:30;0;0;0;0;
17225;27;2018/2019;Górnik Zabrze;Cracovia;2019-03-29;20:30;0;1;0;0;
17226;27;2018/2019;Arka Gdynia;Śląsk Wrocław;2019-03-30;18:00;0;2;0;0;
17227;27;2018/2019;Wisła Kraków;Legia Warszawa;2019-03-31;18:00;4;0;0;0;
17228;27;2018/2019;Miedź Legnica;Zagłębie Sosnowiec;2019-03-30;15:30;0;2;0;0;
17229;27;2018/2019;Lechia Gdańsk;Piast Gliwice;2019-03-29;20:30;2;0;0;0;
17230;27;2018/2019;Korona Kielce;Lech Poznań;2019-03-30;20:30;0;0;0;0;
17231;27;2018/2019;Wisła Płock;Zagłębie Lubin;2019-03-29;18:00;0;1;0;0;
17232;28;2018/2019;Cracovia;Korona Kielce;2019-04-02;18:00;2;1;0;0;
17233;28;2018/2019;Lech Poznań;Pogoń Szczecin;2019-04-03;18:00;3;2;0;0;
17234;28;2018/2019;Zagłębie Lubin;Górnik Zabrze;2019-04-02;20:30;1;1;0;0;
17235;28;2018/2019;Arka Gdynia;Lechia Gdańsk;2019-04-02;20:30;0;0;0;0;
17236;28;2018/2019;Legia Warszawa;Jagiellonia Białystok;2019-04-03;20:30;3;0;0;0;
17237;28;2018/2019;Zagłębie Sosnowiec;Wisła Kraków;2019-04-03;20:30;4;3;0;0;
17238;28;2018/2019;Piast Gliwice;Wisła Płock;2019-04-03;18:00;1;0;0;0;
17239;28;2018/2019;Śląsk Wrocław;Miedź Legnica;2019-04-02;18:00;0;0;0;0;
17240;29;2018/2019;Wisła Kraków;Piast Gliwice;2019-04-06;18:00;2;2;0;0;
17241;29;2018/2019;Wisła Płock;Śląsk Wrocław;2019-04-08;18:00;2;0;0;0;
17242;29;2018/2019;Miedź Legnica;Cracovia;2019-04-05;20:30;2;1;0;0;
17243;29;2018/2019;Lechia Gdańsk;Lech Poznań;2019-04-06;20:30;1;0;0;0;
17244;29;2018/2019;Pogoń Szczecin;Arka Gdynia;2019-04-07;15:30;3;3;0;0;
17245;29;2018/2019;Górnik Zabrze;Legia Warszawa;2019-04-07;18:00;1;2;0;0;
17246;29;2018/2019;Korona Kielce;Zagłębie Lubin;2019-04-05;18:00;0;2;0;0;
17247;29;2018/2019;Jagiellonia Białystok;Zagłębie Sosnowiec;2019-04-06;15:30;2;1;0;0;
17248;30;2018/2019;Legia Warszawa;Pogoń Szczecin;2019-04-13;18:00;3;1;0;0;
17249;30;2018/2019;Lech Poznań;Jagiellonia Białystok;2019-04-13;18:00;0;2;0;0;
17250;30;2018/2019;Śląsk Wrocław;Górnik Zabrze;2019-04-13;18:00;0;1;0;0;
17251;30;2018/2019;Piast Gliwice;Korona Kielce;2019-04-13;18:00;4;0;0;0;
17252;30;2018/2019;Zagłębie Lubin;Wisła Kraków;2019-04-13;18:00;3;1;0;0;
17253;30;2018/2019;Arka Gdynia;Miedź Legnica;2019-04-13;18:00;1;1;0;0;
17254;30;2018/2019;Zagłębie Sosnowiec;Wisła Płock;2019-04-13;18:00;1;3;0;0;
17255;30;2018/2019;Cracovia;Lechia Gdańsk;2019-04-13;18:00;4;2;0;0;
17256;31;2018/2019;Legia Warszawa;Cracovia;2019-04-20;20:30;1;0;0;0;
17257;31;2018/2019;Lechia Gdańsk;Piast Gliwice;2019-04-20;15:30;0;2;0;0;
17258;31;2018/2019;Zagłębie Lubin;Pogoń Szczecin;2019-04-20;18:00;2;3;0;0;
17259;31;2018/2019;Wisła Kraków;Wisła Płock;2019-04-22;15:30;2;3;0;0;
17260;31;2018/2019;Jagiellonia Białystok;Lech Poznań;2019-04-20;18:00;3;3;0;0;
17261;31;2018/2019;Miedź Legnica;Zagłębie Sosnowiec;2019-04-22;15:30;2;2;0;0;
17262;31;2018/2019;Górnik Zabrze;Arka Gdynia;2019-04-22;18:00;1;0;0;0;
17263;31;2018/2019;Korona Kielce;Śląsk Wrocław;2019-04-22;18:00;2;0;0;0;
17264;32;2018/2019;Cracovia;Jagiellonia Białystok;2019-04-23;20:30;0;1;0;0;
17265;32;2018/2019;Piast Gliwice;Zagłębie Lubin;2019-04-23;18:00;1;0;0;0;
17266;32;2018/2019;Zagłębie Sosnowiec;Wisła Kraków;2019-04-25;20:30;2;1;0;0;
17267;32;2018/2019;Śląsk Wrocław;Górnik Zabrze;2019-04-25;20:30;1;2;0;0;
17268;32;2018/2019;Wisła Płock;Korona Kielce;2019-04-25;18:00;2;1;0;0;
17269;32;2018/2019;Pogoń Szczecin;Lechia Gdańsk;2019-04-24;18:00;3;4;0;0;
17270;32;2018/2019;Arka Gdynia;Miedź Legnica;2019-04-25;18:00;2;0;0;0;
17271;32;2018/2019;Lech Poznań;Legia Warszawa;2019-04-24;20:30;1;0;0;0;
17272;33;2018/2019;Korona Kielce;Arka Gdynia;2019-04-28;15:30;0;2;0;0;
17273;33;2018/2019;Lechia Gdańsk;Legia Warszawa;2019-04-27;20:30;1;3;0;0;
17274;33;2018/2019;Górnik Zabrze;Zagłębie Sosnowiec;2019-04-29;18:00;4;0;0;0;
17275;33;2018/2019;Zagłębie Lubin;Jagiellonia Białystok;2019-04-26;18:00;2;0;0;0;
17276;33;2018/2019;Pogoń Szczecin;Lech Poznań;2019-04-27;18:00;1;1;0;0;
17277;33;2018/2019;Miedź Legnica;Wisła Płock;2019-04-28;13:00;3;2;0;0;
17278;33;2018/2019;Wisła Kraków;Śląsk Wrocław;2019-04-28;18:00;1;1;0;0;
17279;33;2018/2019;Piast Gliwice;Cracovia;2019-04-26;20:30;3;1;0;0;
17280;34;2018/2019;Wisła Płock;Arka Gdynia;2019-05-03;18:00;1;1;0;0;
17281;34;2018/2019;Zagłębie Sosnowiec;Śląsk Wrocław;2019-05-05;15:30;2;4;0;0;
17282;34;2018/2019;Lech Poznań;Zagłębie Lubin;2019-05-04;18:00;1;1;0;0;
17283;34;2018/2019;Legia Warszawa;Piast Gliwice;2019-05-04;20:30;0;1;0;0;
17284;34;2018/2019;Górnik Zabrze;Wisła Kraków;2019-05-03;20:30;1;2;0;0;
17285;34;2018/2019;Jagiellonia Białystok;Pogoń Szczecin;2019-05-06;18:00;4;2;0;0;
17286;34;2018/2019;Cracovia;Lechia Gdańsk;2019-05-05;18:00;2;0;0;0;
17287;34;2018/2019;Korona Kielce;Miedź Legnica;2019-05-04;15:30;0;0;0;0;
17288;35;2018/2019;Piast Gliwice;Jagiellonia Białystok;2019-05-12;13:00;2;1;0;0;
17289;35;2018/2019;Miedź Legnica;Górnik Zabrze;2019-05-11;18:00;0;1;0;0;
17290;35;2018/2019;Wisła Kraków;Korona Kielce;2019-05-10;20:30;1;0;0;0;
17291;35;2018/2019;Cracovia;Lech Poznań;2019-05-11;20:30;1;0;0;0;
17292;35;2018/2019;Lechia Gdańsk;Zagłębie Lubin;2019-05-12;18:00;1;1;0;0;
17293;35;2018/2019;Arka Gdynia;Zagłębie Sosnowiec;2019-05-10;18:00;2;0;0;0;
17294;35;2018/2019;Legia Warszawa;Pogoń Szczecin;2019-05-12;15:30;1;1;0;0;
17295;35;2018/2019;Śląsk Wrocław;Wisła Płock;2019-05-11;15:30;2;1;0;0;
17296;36;2018/2019;Zagłębie Lubin;Cracovia;2019-05-15;20:30;1;2;0;0;
17297;36;2018/2019;Górnik Zabrze;Wisła Płock;2019-05-14;20:30;0;1;0;0;
17298;36;2018/2019;Lech Poznań;Lechia Gdańsk;2019-05-15;20:30;2;1;0;0;
17299;36;2018/2019;Pogoń Szczecin;Piast Gliwice;2019-05-15;20:30;0;0;0;0;
17300;36;2018/2019;Miedź Legnica;Śląsk Wrocław;2019-05-14;20:30;0;2;0;0;
17301;36;2018/2019;Jagiellonia Białystok;Legia Warszawa;2019-05-15;20:30;1;0;0;0;
17302;36;2018/2019;Arka Gdynia;Wisła Kraków;2019-05-13;18:00;3;1;0;0;
17303;36;2018/2019;Zagłębie Sosnowiec;Korona Kielce;2019-05-14;20:30;2;4;0;0;
17304;37;2018/2019;Legia Warszawa;Zagłębie Lubin;2019-05-19;18:00;2;2;0;0;
17305;37;2018/2019;Cracovia;Pogoń Szczecin;2019-05-19;18:00;0;3;0;0;
17306;37;2018/2019;Lechia Gdańsk;Jagiellonia Białystok;2019-05-19;18:00;2;0;0;0;
17307;37;2018/2019;Wisła Kraków;Miedź Legnica;2019-05-18;15:30;4;5;0;0;
17308;37;2018/2019;Wisła Płock;Zagłębie Sosnowiec;2019-05-18;15:30;0;0;0;0;
17309;37;2018/2019;Piast Gliwice;Lech Poznań;2019-05-19;18:00;1;0;0;0;
17310;37;2018/2019;Śląsk Wrocław;Arka Gdynia;2019-05-18;15:30;4;0;0;0;
17311;37;2018/2019;Korona Kielce;Górnik Zabrze;2019-05-18;15:30;0;3;0;0;
17312;1;2019/2020;Arka Gdynia;Jagiellonia Białystok;2019-07-19;18:00;0;3;0;0;
17313;1;2019/2020;Legia Warszawa;Pogoń Szczecin;2019-07-21;17:30;1;2;0;0;
17314;1;2019/2020;Zagłębie Lubin;Cracovia;2019-07-21;15:00;1;1;0;0;
17315;1;2019/2020;Wisła Kraków;Śląsk Wrocław;2019-07-20;17:30;0;1;0;0;
17316;1;2019/2020;Raków Częstochowa;Korona Kielce;2019-07-20;15:00;0;1;0;0;
17317;1;2019/2020;ŁKS Łódź;Lechia Gdańsk;2019-07-19;20:30;0;0;0;0;
17318;1;2019/2020;Piast Gliwice;Lech Poznań;2019-07-20;20:00;1;1;0;0;
17319;1;2019/2020;Wisła Płock;Górnik Zabrze;2019-07-22;18:00;1;1;0;0;
17320;2;2019/2020;Śląsk Wrocław;Piast Gliwice;2019-07-28;17:30;2;1;0;0;
17321;2;2019/2020;Lech Poznań;Wisła Płock;2019-07-26;20:30;4;0;0;0;
17322;2;2019/2020;Górnik Zabrze;Zagłębie Lubin;2019-07-26;18:00;1;0;0;0;
17323;2;2019/2020;Cracovia;ŁKS Łódź;2019-07-27;17:30;1;2;0;0;
17324;2;2019/2020;Pogoń Szczecin;Arka Gdynia;2019-07-29;18:00;2;0;0;0;
17325;2;2019/2020;Jagiellonia Białystok;Raków Częstochowa;2019-07-27;20:00;0;1;0;0;
17326;2;2019/2020;Korona Kielce;Legia Warszawa;2019-07-28;15:00;1;2;0;0;
17327;2;2019/2020;Lechia Gdańsk;Wisła Kraków;2019-07-28;17:30;0;0;0;0;
17328;3;2019/2020;Arka Gdynia;Korona Kielce;2019-08-02;18:00;1;1;0;0;
17329;3;2019/2020;Wisła Płock;Lechia Gdańsk;2019-08-04;15:00;1;2;0;0;
17330;3;2019/2020;Piast Gliwice;Pogoń Szczecin;2019-08-04;17:30;0;0;0;0;
17331;3;2019/2020;Zagłębie Lubin;Jagiellonia Białystok;2019-08-02;20:30;2;2;0;0;
17332;3;2019/2020;Raków Częstochowa;Cracovia;2019-08-03;17:30;1;3;0;0;
17333;3;2019/2020;Legia Warszawa;Śląsk Wrocław;2019-08-04;17:30;0;0;0;0;
17334;3;2019/2020;Wisła Kraków;Górnik Zabrze;2019-08-05;18:00;1;0;0;0;
17335;3;2019/2020;ŁKS Łódź;Lech Poznań;2019-08-03;20:00;1;2;0;0;
17336;4;2019/2020;Lechia Gdańsk;Jagiellonia Białystok;2019-08-12;18:00;1;1;0;0;
17337;4;2019/2020;Wisła Płock;Legia Warszawa;2019-09-18;18:00;1;0;0;0;
17338;4;2019/2020;ŁKS Łódź;Piast Gliwice;2019-08-11;15:00;0;1;0;0;
17339;4;2019/2020;Lech Poznań;Śląsk Wrocław;2019-08-09;20:30;1;3;0;0;
17340;4;2019/2020;Pogoń Szczecin;Wisła Kraków;2019-08-10;15:00;1;0;0;0;
17341;4;2019/2020;Górnik Zabrze;Raków Częstochowa;2019-08-10;20:00;1;0;0;0;
17342;4;2019/2020;Cracovia;Korona Kielce;2019-08-11;17:30;1;0;0;0;
17343;4;2019/2020;Zagłębie Lubin;Arka Gdynia;2019-08-10;17:30;2;0;0;0;
17344;5;2019/2020;Raków Częstochowa;Lechia Gdańsk;2019-08-18;17:30;2;1;0;0;
17345;5;2019/2020;Piast Gliwice;Wisła Płock;2019-08-18;15:00;1;0;0;0;
17346;5;2019/2020;Śląsk Wrocław;Cracovia;2019-08-17;15:00;2;1;0;0;
17347;5;2019/2020;Arka Gdynia;Lech Poznań;2019-08-17;17:30;0;0;0;0;
17348;5;2019/2020;Korona Kielce;Pogoń Szczecin;2019-08-19;18:00;0;1;0;0;
17349;5;2019/2020;Legia Warszawa;Zagłębie Lubin;2019-08-18;17:30;1;0;0;0;
17350;5;2019/2020;Jagiellonia Białystok;Górnik Zabrze;2019-08-17;20:00;3;1;0;0;
17351;5;2019/2020;Wisła Kraków;ŁKS Łódź;2019-08-16;20:30;4;0;0;0;
17352;6;2019/2020;Lechia Gdańsk;Śląsk Wrocław;2019-08-24;17:30;1;1;0;0;
17353;6;2019/2020;Raków Częstochowa;Lech Poznań;2019-08-24;20:00;2;3;0;0;
17354;6;2019/2020;Pogoń Szczecin;Wisła Płock;2019-08-26;18:00;1;2;0;0;
17355;6;2019/2020;Jagiellonia Białystok;Wisła Kraków;2019-08-23;20:30;3;2;0;0;
17356;6;2019/2020;Cracovia;Arka Gdynia;2019-08-24;15:00;3;1;0;0;
17357;6;2019/2020;ŁKS Łódź;Legia Warszawa;2019-08-25;17:30;2;3;0;0;
17358;6;2019/2020;Górnik Zabrze;Korona Kielce;2019-08-25;15:00;3;0;0;0;
17359;6;2019/2020;Zagłębie Lubin;Piast Gliwice;2019-08-25;17:30;0;3;0;0;
17360;7;2019/2020;Wisła Kraków;Zagłębie Lubin;2019-08-31;20:00;4;2;0;0;
17361;7;2019/2020;Korona Kielce;Jagiellonia Białystok;2019-08-30;20:30;0;2;0;0;
17362;7;2019/2020;Śląsk Wrocław;Pogoń Szczecin;2019-09-01;15:00;1;1;0;0;
17363;7;2019/2020;Piast Gliwice;Lechia Gdańsk;2019-08-31;17:30;1;2;0;0;
17364;7;2019/2020;Lech Poznań;Cracovia;2019-09-01;17:30;1;2;0;0;
17365;7;2019/2020;Wisła Płock;ŁKS Łódź;2019-08-31;15:00;2;1;0;0;
17366;7;2019/2020;Legia Warszawa;Raków Częstochowa;2019-09-01;20:00;3;1;0;0;
17367;7;2019/2020;Arka Gdynia;Górnik Zabrze;2019-08-30;18:00;1;0;0;0;
17368;8;2019/2020;Lechia Gdańsk;Lech Poznań;2019-09-14;17:30;2;1;0;0;
17369;8;2019/2020;Pogoń Szczecin;ŁKS Łódź;2019-09-15;15:00;1;0;0;0;
17370;8;2019/2020;Cracovia;Piast Gliwice;2019-09-16;18:00;2;0;0;0;
17371;8;2019/2020;Zagłębie Lubin;Wisła Płock;2019-09-13;18:00;5;0;0;0;
17372;8;2019/2020;Górnik Zabrze;Śląsk Wrocław;2019-09-15;17:30;0;0;0;0;
17373;8;2019/2020;Raków Częstochowa;Arka Gdynia;2019-09-14;15:00;2;0;0;0;
17374;8;2019/2020;Jagiellonia Białystok;Legia Warszawa;2019-09-13;20:30;0;0;0;0;
17375;8;2019/2020;Korona Kielce;Wisła Kraków;2019-09-14;20:00;1;1;0;0;
17376;9;2019/2020;Śląsk Wrocław;Zagłębie Lubin;2019-09-21;20:00;4;4;0;0;
17377;9;2019/2020;Lech Poznań;Jagiellonia Białystok;2019-09-20;20:30;1;1;0;0;
17378;9;2019/2020;Wisła Płock;Wisła Kraków;2019-09-22;12:30;2;1;0;0;
17379;9;2019/2020;ŁKS Łódź;Arka Gdynia;2019-09-21;15:00;1;4;0;0;
17380;9;2019/2020;Lechia Gdańsk;Korona Kielce;2019-09-21;17:30;2;0;0;0;
17381;9;2019/2020;Pogoń Szczecin;Górnik Zabrze;2019-09-22;15:00;1;1;0;0;
17382;9;2019/2020;Piast Gliwice;Raków Częstochowa;2019-09-20;18:00;2;1;0;0;
17383;9;2019/2020;Cracovia;Legia Warszawa;2019-09-22;17:30;1;2;0;0;
17384;10;2019/2020;Jagiellonia Białystok;Pogoń Szczecin;2019-09-29;15:00;2;3;0;0;
17385;10;2019/2020;Legia Warszawa;Lechia Gdańsk;2019-09-28;17:30;1;2;0;0;
17386;10;2019/2020;Zagłębie Lubin;ŁKS Łódź;2019-09-30;18:00;3;1;0;0;
17387;10;2019/2020;Korona Kielce;Śląsk Wrocław;2019-09-27;20:30;1;0;0;0;
17388;10;2019/2020;Górnik Zabrze;Lech Poznań;2019-09-28;20:00;1;3;0;0;
17389;10;2019/2020;Wisła Kraków;Cracovia;2019-09-29;17:30;0;1;0;0;
17390;10;2019/2020;Raków Częstochowa;Wisła Płock;2019-09-28;15:00;1;2;0;0;
17391;10;2019/2020;Arka Gdynia;Piast Gliwice;2019-09-29;12:30;0;0;0;0;
17392;11;2019/2020;Piast Gliwice;Legia Warszawa;2019-10-06;17:30;2;0;0;0;
17393;11;2019/2020;Wisła Płock;Arka Gdynia;2019-10-04;18:00;4;1;0;0;
17394;11;2019/2020;Cracovia;Górnik Zabrze;2019-10-06;15:00;1;1;0;0;
17395;11;2019/2020;Lechia Gdańsk;Zagłębie Lubin;2019-10-05;20:00;1;2;0;0;
17396;11;2019/2020;Pogoń Szczecin;Raków Częstochowa;2019-10-05;15:00;1;2;0;0;
17397;11;2019/2020;ŁKS Łódź;Korona Kielce;2019-10-06;12:30;4;1;0;0;
17398;11;2019/2020;Śląsk Wrocław;Jagiellonia Białystok;2019-10-04;20:30;1;1;0;0;
17399;11;2019/2020;Lech Poznań;Wisła Kraków;2019-10-05;17:30;4;0;0;0;
17400;12;2019/2020;Górnik Zabrze;ŁKS Łódź;2019-10-20;17:30;1;1;0;0;
17401;12;2019/2020;Raków Częstochowa;Śląsk Wrocław;2019-10-21;18:00;1;0;0;0;
17402;12;2019/2020;Legia Warszawa;Lech Poznań;2019-10-19;17:30;2;1;0;0;
17403;12;2019/2020;Zagłębie Lubin;Pogoń Szczecin;2019-10-18;18:00;0;1;0;0;
17404;12;2019/2020;Arka Gdynia;Lechia Gdańsk;2019-10-20;15:00;2;2;0;0;
17405;12;2019/2020;Wisła Kraków;Piast Gliwice;2019-10-18;20:30;1;2;0;0;
17406;12;2019/2020;Korona Kielce;Wisła Płock;2019-10-19;15:00;0;1;0;0;
17407;12;2019/2020;Jagiellonia Białystok;Cracovia;2019-10-19;20:00;3;2;0;0;
17408;13;2019/2020;Legia Warszawa;Wisła Kraków;2019-10-27;17:30;7;0;0;0;
17409;13;2019/2020;Lechia Gdańsk;Górnik Zabrze;2019-10-26;20:00;1;1;0;0;
17410;13;2019/2020;Piast Gliwice;Korona Kielce;2019-10-26;17:30;1;0;0;0;
17411;13;2019/2020;Cracovia;Pogoń Szczecin;2019-10-25;18:00;2;0;0;0;
17412;13;2019/2020;Śląsk Wrocław;Arka Gdynia;2019-10-27;15:00;2;1;0;0;
17413;13;2019/2020;Lech Poznań;Zagłębie Lubin;2019-10-25;20:30;1;2;0;0;
17414;13;2019/2020;ŁKS Łódź;Raków Częstochowa;2019-10-26;15:00;2;0;0;0;
17415;13;2019/2020;Wisła Płock;Jagiellonia Białystok;2019-10-27;12:30;3;1;0;0;
17416;14;2019/2020;Pogoń Szczecin;Lech Poznań;2019-11-02;20:00;1;1;0;0;
17417;14;2019/2020;Korona Kielce;Zagłębie Lubin;2019-11-02;15:00;1;0;0;0;
17418;14;2019/2020;Jagiellonia Białystok;ŁKS Łódź;2019-11-03;12:30;2;0;0;0;
17419;14;2019/2020;Górnik Zabrze;Piast Gliwice;2019-11-03;15:00;1;1;0;0;
17420;14;2019/2020;Raków Częstochowa;Wisła Kraków;2019-11-04;20:30;1;0;0;0;
17421;14;2019/2020;Cracovia;Lechia Gdańsk;2019-11-02;17:30;1;0;0;0;
17422;14;2019/2020;Arka Gdynia;Legia Warszawa;2019-11-03;17:30;0;1;0;0;
17423;14;2019/2020;Śląsk Wrocław;Wisła Płock;2019-11-04;18:00;3;1;0;0;
17424;15;2019/2020;Lech Poznań;Korona Kielce;2019-11-10;15:00;0;0;0;0;
17425;15;2019/2020;Piast Gliwice;Jagiellonia Białystok;2019-11-08;20:30;3;1;0;0;
17426;15;2019/2020;Wisła Płock;Cracovia;2019-11-09;15:00;0;0;0;0;
17427;15;2019/2020;Wisła Kraków;Arka Gdynia;2019-11-09;20:00;0;1;0;0;
17428;15;2019/2020;ŁKS Łódź;Śląsk Wrocław;2019-11-08;18:00;0;1;0;0;
17429;15;2019/2020;Lechia Gdańsk;Pogoń Szczecin;2019-11-10;17:30;0;1;0;0;
17430;15;2019/2020;Legia Warszawa;Górnik Zabrze;2019-11-09;17:30;5;1;0;0;
17431;15;2019/2020;Zagłębie Lubin;Raków Częstochowa;2019-11-10;12:30;2;2;0;0;
17432;16;2019/2020;Śląsk Wrocław;Wisła Kraków;2019-11-24;17:30;2;1;0;0;
17433;16;2019/2020;Lechia Gdańsk;ŁKS Łódź;2019-11-23;20:00;3;1;0;0;
17434;16;2019/2020;Korona Kielce;Raków Częstochowa;2019-11-23;15:00;3;0;0;0;
17435;16;2019/2020;Jagiellonia Białystok;Arka Gdynia;2019-11-24;15:00;2;0;0;0;
17436;16;2019/2020;Lech Poznań;Piast Gliwice;2019-11-22;20:30;3;0;0;0;
17437;16;2019/2020;Górnik Zabrze;Wisła Płock;2019-11-22;18:00;2;2;0;0;
17438;16;2019/2020;Cracovia;Zagłębie Lubin;2019-11-25;18:00;2;0;0;0;
17439;16;2019/2020;Pogoń Szczecin;Legia Warszawa;2019-11-23;17:30;3;1;0;0;
17440;17;2019/2020;Zagłębie Lubin;Górnik Zabrze;2019-11-29;18:00;2;0;0;0;
17441;17;2019/2020;Wisła Płock;Lech Poznań;2019-11-29;20:30;0;2;0;0;
17442;17;2019/2020;Raków Częstochowa;Jagiellonia Białystok;2019-12-01;12:30;2;1;0;0;
17443;17;2019/2020;ŁKS Łódź;Cracovia;2019-12-01;15:00;1;0;0;0;
17444;17;2019/2020;Arka Gdynia;Pogoń Szczecin;2019-11-30;15:00;1;1;0;0;
17445;17;2019/2020;Piast Gliwice;Śląsk Wrocław;2019-11-30;17:30;0;3;0;0;
17446;17;2019/2020;Wisła Kraków;Lechia Gdańsk;2019-12-01;17:30;0;1;0;0;
17447;17;2019/2020;Legia Warszawa;Korona Kielce;2019-11-30;20:00;4;0;0;0;
17448;18;2019/2020;Górnik Zabrze;Wisła Kraków;2019-12-06;20:30;4;2;0;0;
17449;18;2019/2020;Lech Poznań;ŁKS Łódź;2019-12-07;17:30;2;0;0;0;
17450;18;2019/2020;Śląsk Wrocław;Legia Warszawa;2019-12-08;17:30;0;3;0;0;
17451;18;2019/2020;Cracovia;Raków Częstochowa;2019-12-08;12:30;3;0;0;0;
17452;18;2019/2020;Lechia Gdańsk;Wisła Płock;2019-12-07;20:00;2;0;0;0;
17453;18;2019/2020;Korona Kielce;Arka Gdynia;2019-12-06;18:00;0;1;0;0;
17454;18;2019/2020;Jagiellonia Białystok;Zagłębie Lubin;2019-12-07;15:00;0;1;0;0;
17455;18;2019/2020;Pogoń Szczecin;Piast Gliwice;2019-12-08;15:00;1;0;0;0;
17456;19;2019/2020;Raków Częstochowa;Górnik Zabrze;2019-12-14;15:00;2;1;0;0;
17457;19;2019/2020;Arka Gdynia;Zagłębie Lubin;2019-12-13;18:00;2;1;0;0;
17458;19;2019/2020;Piast Gliwice;ŁKS Łódź;2019-12-15;12:30;2;1;0;0;
17459;19;2019/2020;Wisła Kraków;Pogoń Szczecin;2019-12-13;20:30;1;0;0;0;
17460;19;2019/2020;Korona Kielce;Cracovia;2019-12-15;15:00;1;0;0;0;
17461;19;2019/2020;Jagiellonia Białystok;Lechia Gdańsk;2019-12-15;17:30;3;0;0;0;
17462;19;2019/2020;Śląsk Wrocław;Lech Poznań;2019-12-14;17:30;1;1;0;0;
17463;19;2019/2020;Legia Warszawa;Wisła Płock;2019-12-14;20:00;3;1;0;0;
17464;20;2019/2020;Zagłębie Lubin;Legia Warszawa;2019-12-20;20:30;2;1;0;0;
17465;20;2019/2020;Wisła Płock;Piast Gliwice;2019-12-21;17:30;2;1;0;0;
17466;20;2019/2020;ŁKS Łódź;Wisła Kraków;2019-12-19;18:00;2;4;0;0;
17467;20;2019/2020;Lechia Gdańsk;Raków Częstochowa;2019-12-21;15:00;0;3;0;0;
17468;20;2019/2020;Górnik Zabrze;Jagiellonia Białystok;2019-12-21;20:00;3;0;0;0;
17469;20;2019/2020;Pogoń Szczecin;Korona Kielce;2019-12-20;18:00;0;1;0;0;
17470;20;2019/2020;Lech Poznań;Arka Gdynia;2019-12-19;20:30;1;1;0;0;
17471;20;2019/2020;Cracovia;Śląsk Wrocław;2019-12-20;18:00;2;0;0;0;
17472;21;2019/2020;Korona Kielce;Górnik Zabrze;2020-02-08;15:00;0;0;0;0;
17473;21;2019/2020;Arka Gdynia;Cracovia;2020-02-07;18:00;0;1;0;0;
17474;21;2019/2020;Śląsk Wrocław;Lechia Gdańsk;2020-02-07;20:30;2;2;0;0;
17475;21;2019/2020;Lech Poznań;Raków Częstochowa;2020-02-08;17:30;3;0;0;0;
17476;21;2019/2020;Piast Gliwice;Zagłębie Lubin;2020-02-09;15:00;2;0;0;0;
17477;21;2019/2020;Legia Warszawa;ŁKS Łódź;2020-02-09;17:30;3;1;0;0;
17478;21;2019/2020;Wisła Kraków;Jagiellonia Białystok;2020-02-08;20:00;3;0;0;0;
17479;21;2019/2020;Wisła Płock;Pogoń Szczecin;2020-02-09;12:30;2;3;0;0;
17480;22;2019/2020;Zagłębie Lubin;Wisła Kraków;2020-02-16;15:00;0;1;0;0;
17481;22;2019/2020;Pogoń Szczecin;Śląsk Wrocław;2020-02-15;17:30;0;0;0;0;
