Id;Kolejka;season;home;away;date;hour;gh;ga;IsCancelled;IsWalkover;note
6189;13;1975/1976;Stal Mielec;Lech Poznań;1975-11-16;11:00;3;1;0;0;
6190;13;1975/1976;Górnik Zabrze;Szombierki Bytom;1975-11-15;16:30;4;1;0;0;
6191;14;1975/1976;Lech Poznań;Wisła Kraków;1975-11-23;11:00;3;0;0;0;
6192;14;1975/1976;Polonia Bytom;Stal Mielec;1975-11-23;11:00;1;0;0;0;
6193;14;1975/1976;GKS Tychy;Legia Warszawa;1975-11-23;11:00;3;2;0;0;
6194;14;1975/1976;Widzew Łódź;Zagłębie Sosnowiec;1975-11-23;11:00;3;0;0;0;
6195;14;1975/1976;ROW Rybnik;Szombierki Bytom;1975-11-23;11:00;0;2;0;0;
6196;14;1975/1976;Śląsk Wrocław;Górnik Zabrze;1975-11-23;11:00;3;1;0;0;
6197;14;1975/1976;Ruch Chorzów;Pogoń Szczecin;1975-11-22;16:30;1;1;0;0;
6198;14;1975/1976;Stal Rzeszów;ŁKS Łódź;1975-11-23;14:00;0;1;0;0;
6199;15;1975/1976;Pogoń Szczecin;GKS Tychy;1975-11-29;16:00;4;0;0;0;
6200;15;1975/1976;Wisła Kraków;Polonia Bytom;1975-11-30;15:00;0;1;0;0;
6201;15;1975/1976;Górnik Zabrze;Stal Rzeszów;1975-11-29;16:30;0;2;0;0;
6202;15;1975/1976;ŁKS Łódź;Ruch Chorzów;1975-11-30;11:00;0;1;0;0;
6203;15;1975/1976;Legia Warszawa;Widzew Łódź;1975-11-30;16:00;1;1;0;0;
6204;15;1975/1976;Zagłębie Sosnowiec;Lech Poznań;1975-11-30;11:00;3;0;0;0;
6205;15;1975/1976;Szombierki Bytom;Śląsk Wrocław;1975-11-30;11:30;1;3;0;0;
6206;15;1975/1976;Stal Mielec;ROW Rybnik;1975-11-30;12:00;1;1;0;0;
6207;16;1975/1976;Szombierki Bytom;Stal Rzeszów;1976-02-29;11:00;2;1;0;0;
6208;16;1975/1976;Legia Warszawa;Lech Poznań;1976-02-29;12:00;2;0;0;0;
6209;16;1975/1976;Pogoń Szczecin;Widzew Łódź;1976-02-29;17:00;3;3;0;0;
6210;16;1975/1976;ŁKS Łódź;GKS Tychy;1976-02-29;11:00;0;0;0;0;
6211;16;1975/1976;Górnik Zabrze;Ruch Chorzów;1976-02-29;16:30;0;0;0;0;
6212;16;1975/1976;Śląsk Wrocław;ROW Rybnik;1976-02-29;11:00;2;2;0;0;
6213;16;1975/1976;Zagłębie Sosnowiec;Polonia Bytom;1976-02-29;11:00;1;0;0;0;
6214;16;1975/1976;Wisła Kraków;Stal Mielec;1976-02-29;12:00;1;1;0;0;
6215;17;1975/1976;Lech Poznań;Pogoń Szczecin;1976-03-07;11:00;0;4;0;0;
6216;17;1975/1976;Ruch Chorzów;Szombierki Bytom;1976-03-06;16:00;1;1;0;0;
6217;17;1975/1976;Polonia Bytom;Legia Warszawa;1976-03-07;11:00;2;0;0;0;
6218;17;1975/1976;Stal Mielec;Zagłębie Sosnowiec;1976-03-07;12:30;2;0;0;0;
6219;17;1975/1976;Widzew Łódź;ŁKS Łódź;1976-03-07;11:00;3;0;0;0;
6220;17;1975/1976;Stal Rzeszów;Śląsk Wrocław;1976-03-07;11:00;0;2;0;0;
6221;17;1975/1976;ROW Rybnik;Wisła Kraków;1976-03-07;11:00;1;3;0;0;
6222;17;1975/1976;GKS Tychy;Górnik Zabrze;1976-03-06;13:15;1;1;0;0;
6223;18;1975/1976;Zagłębie Sosnowiec;Wisła Kraków;1976-03-14;11:00;2;0;0;0;
6224;18;1975/1976;Pogoń Szczecin;Polonia Bytom;1976-03-13;18:00;1;1;0;0;
6225;18;1975/1976;Śląsk Wrocław;Ruch Chorzów;1976-03-14;11:00;2;4;0;0;
6226;18;1975/1976;Górnik Zabrze;Widzew Łódź;1976-03-13;17:00;2;0;0;0;
6227;18;1975/1976;ROW Rybnik;Stal Rzeszów;1976-03-14;11:00;1;0;0;0;
6228;18;1975/1976;ŁKS Łódź;Lech Poznań;1976-03-14;11:00;0;0;0;0;
6229;18;1975/1976;Szombierki Bytom;GKS Tychy;1976-03-14;14:00;0;2;0;0;
6230;18;1975/1976;Legia Warszawa;Stal Mielec;1976-03-13;15:00;1;1;0;0;
6231;19;1975/1976;Widzew Łódź;Szombierki Bytom;1976-03-20;15:30;1;0;0;0;
6232;19;1975/1976;Zagłębie Sosnowiec;ROW Rybnik;1976-03-20;15:00;0;2;0;0;
6233;19;1975/1976;Ruch Chorzów;Stal Rzeszów;1976-03-20;16:00;0;0;0;0;
6234;19;1975/1976;Wisła Kraków;Legia Warszawa;1976-03-20;15:30;2;0;0;0;
6235;19;1975/1976;Lech Poznań;Górnik Zabrze;1976-03-20;16:00;1;2;0;0;
6236;19;1975/1976;Stal Mielec;Pogoń Szczecin;1976-03-20;15:00;2;0;0;0;
6237;19;1975/1976;GKS Tychy;Śląsk Wrocław;1976-03-20;15:30;2;1;0;0;
6238;19;1975/1976;Polonia Bytom;ŁKS Łódź;1976-03-20;15:00;1;1;0;0;
6239;20;1975/1976;ŁKS Łódź;Stal Mielec;1976-03-28;11:00;2;1;0;0;
6240;20;1975/1976;Śląsk Wrocław;Widzew Łódź;1976-03-28;11:00;1;2;0;0;
6241;20;1975/1976;Stal Rzeszów;GKS Tychy;1976-03-27;16:30;2;2;0;0;
6242;20;1975/1976;Legia Warszawa;Zagłębie Sosnowiec;1976-03-28;15:30;3;0;0;0;
6243;20;1975/1976;Pogoń Szczecin;Wisła Kraków;1976-03-27;18:00;1;1;0;0;
6244;20;1975/1976;ROW Rybnik;Ruch Chorzów;1976-03-28;11:00;0;0;0;0;
6245;20;1975/1976;Górnik Zabrze;Polonia Bytom;1976-03-27;17:00;2;0;0;0;
6246;20;1975/1976;Szombierki Bytom;Lech Poznań;1976-04-07;16:00;0;0;0;0;
6247;21;1975/1976;Stal Mielec;Górnik Zabrze;1976-03-31;16:00;2;1;0;0;
6248;21;1975/1976;Lech Poznań;Śląsk Wrocław;1976-03-31;16:00;1;1;0;0;
6249;21;1975/1976;Wisła Kraków;ŁKS Łódź;1976-03-31;17:00;2;0;0;0;
6250;21;1975/1976;GKS Tychy;Ruch Chorzów;1976-03-31;15:45;0;1;0;0;
6251;21;1975/1976;Widzew Łódź;Stal Rzeszów;1976-03-31;16:00;2;0;0;0;
6252;21;1975/1976;Zagłębie Sosnowiec;Pogoń Szczecin;1976-03-31;15:30;2;0;0;0;
6253;21;1975/1976;Polonia Bytom;Szombierki Bytom;1976-03-31;16:00;0;2;0;0;
6254;21;1975/1976;Legia Warszawa;ROW Rybnik;1976-03-31;16:30;2;0;0;0;
6255;22;1975/1976;ROW Rybnik;GKS Tychy;1976-04-04;11:00;1;3;0;0;
6256;22;1975/1976;Górnik Zabrze;Wisła Kraków;1976-04-04;16:00;0;2;0;0;
6257;22;1975/1976;Stal Rzeszów;Lech Poznań;1976-04-04;11:00;1;0;0;0;
6258;22;1975/1976;ŁKS Łódź;Zagłębie Sosnowiec;1976-04-04;11:00;0;0;0;0;
6259;22;1975/1976;Szombierki Bytom;Stal Mielec;1976-04-04;11:00;1;2;0;0;
6260;22;1975/1976;Pogoń Szczecin;Legia Warszawa;1976-04-04;18:00;3;0;0;0;
6261;22;1975/1976;Śląsk Wrocław;Polonia Bytom;1976-04-04;11:00;1;0;0;0;
6262;22;1975/1976;Ruch Chorzów;Widzew Łódź;1976-04-04;16:30;0;0;0;0;
6263;23;1975/1976;Widzew Łódź;GKS Tychy;1976-04-10;16:30;1;1;0;0;
6264;23;1975/1976;Pogoń Szczecin;ROW Rybnik;1976-04-11;18:10;1;0;0;0;
6265;23;1975/1976;Legia Warszawa;ŁKS Łódź;1976-04-11;16:00;1;0;0;0;
6266;23;1975/1976;Lech Poznań;Ruch Chorzów;1976-04-11;11:00;1;0;0;0;
6267;23;1975/1976;Polonia Bytom;Stal Rzeszów;1976-04-11;11:00;0;0;0;0;
6268;23;1975/1976;Wisła Kraków;Szombierki Bytom;1976-04-10;17:00;1;0;0;0;
6269;23;1975/1976;Zagłębie Sosnowiec;Górnik Zabrze;1976-04-10;16:00;2;0;0;0;
6270;23;1975/1976;Stal Mielec;Śląsk Wrocław;1976-04-11;14:00;0;0;0;0;
6271;24;1975/1976;ŁKS Łódź;Pogoń Szczecin;1976-04-17;16:00;4;0;0;0;
6272;24;1975/1976;Szombierki Bytom;Zagłębie Sosnowiec;1976-04-17;15:00;1;1;0;0;
6273;24;1975/1976;Górnik Zabrze;Legia Warszawa;1976-04-17;17:00;1;2;0;0;
6274;24;1975/1976;Śląsk Wrocław;Wisła Kraków;1976-04-18;11:00;1;0;0;0;
6275;24;1975/1976;ROW Rybnik;Widzew Łódź;1976-04-17;16:00;2;1;0;0;
6276;24;1975/1976;GKS Tychy;Lech Poznań;1976-04-18;11:00;0;0;0;0;
6277;24;1975/1976;Stal Rzeszów;Stal Mielec;1976-04-17;17:00;2;1;0;0;
6278;24;1975/1976;Ruch Chorzów;Polonia Bytom;1976-04-17;17:00;1;1;0;0;
6279;25;1975/1976;Lech Poznań;Widzew Łódź;1976-04-28;16:30;1;1;0;0;
6280;25;1975/1976;Stal Mielec;Ruch Chorzów;1976-04-28;16:15;0;0;0;0;
6281;25;1975/1976;ŁKS Łódź;ROW Rybnik;1976-04-30;16:30;1;0;0;0;
6282;25;1975/1976;Pogoń Szczecin;Górnik Zabrze;1976-04-30;18:00;4;2;0;0;
6283;25;1975/1976;Zagłębie Sosnowiec;Śląsk Wrocław;1976-04-28;16:00;1;0;0;0;
6284;25;1975/1976;Polonia Bytom;GKS Tychy;1976-04-30;16:30;0;1;0;0;
6285;25;1975/1976;Wisła Kraków;Stal Rzeszów;1976-04-30;18:00;0;1;0;0;
6286;25;1975/1976;Legia Warszawa;Szombierki Bytom;1976-04-30;17:00;3;0;0;0;
6287;26;1975/1976;Górnik Zabrze;ŁKS Łódź;1976-05-15;17:00;1;0;0;0;
6288;26;1975/1976;ROW Rybnik;Lech Poznań;1976-05-15;16:30;1;0;0;0;
6289;26;1975/1976;Ruch Chorzów;Wisła Kraków;1976-05-15;17:30;1;1;0;0;
6290;26;1975/1976;GKS Tychy;Stal Mielec;1976-05-15;17:00;0;2;0;0;
6291;26;1975/1976;Szombierki Bytom;Pogoń Szczecin;1976-05-15;16:30;3;1;0;0;
6292;26;1975/1976;Śląsk Wrocław;Legia Warszawa;1976-05-15;16:30;0;0;0;0;
6293;26;1975/1976;Widzew Łódź;Polonia Bytom;1976-05-15;17:00;1;0;0;0;
6294;26;1975/1976;Stal Rzeszów;Zagłębie Sosnowiec;1976-05-15;18:00;1;0;0;0;
6295;27;1975/1976;Stal Mielec;Widzew Łódź;1976-05-19;16:30;3;0;0;0;
6296;27;1975/1976;Legia Warszawa;Stal Rzeszów;1976-05-19;17:30;2;0;0;0;
6297;27;1975/1976;Górnik Zabrze;ROW Rybnik;1976-05-19;17:00;3;0;0;0;
6298;27;1975/1976;Wisła Kraków;GKS Tychy;1976-05-19;18:00;5;0;0;0;
6299;27;1975/1976;Zagłębie Sosnowiec;Ruch Chorzów;1976-05-19;17:00;2;0;0;0;
6300;27;1975/1976;Pogoń Szczecin;Śląsk Wrocław;1976-05-19;18:00;1;1;0;0;
6301;27;1975/1976;ŁKS Łódź;Szombierki Bytom;1976-05-19;19:00;2;1;0;0;
6302;27;1975/1976;Polonia Bytom;Lech Poznań;1976-05-09;17:00;0;3;0;0;
6303;28;1975/1976;GKS Tychy;Zagłębie Sosnowiec;1976-05-22;17:00;1;2;0;0;
6304;28;1975/1976;Lech Poznań;Stal Mielec;1976-05-22;17:00;0;0;0;0;
6305;28;1975/1976;Ruch Chorzów;Legia Warszawa;1976-05-22;17:00;3;2;0;0;
6306;28;1975/1976;ROW Rybnik;Polonia Bytom;1976-05-22;17:00;1;0;0;0;
6307;28;1975/1976;Śląsk Wrocław;ŁKS Łódź;1976-05-22;17:00;0;1;0;0;
6308;28;1975/1976;Widzew Łódź;Wisła Kraków;1976-05-22;17:00;0;1;0;0;
6309;28;1975/1976;Stal Rzeszów;Pogoń Szczecin;1976-05-22;17:00;3;0;0;0;
6310;28;1975/1976;Szombierki Bytom;Górnik Zabrze;1976-05-22;17:00;3;1;0;0;
6311;29;1975/1976;Górnik Zabrze;Śląsk Wrocław;1976-05-30;17:00;1;1;0;0;
6312;29;1975/1976;Stal Mielec;Polonia Bytom;1976-05-30;17:00;0;0;0;0;
6313;29;1975/1976;Pogoń Szczecin;Ruch Chorzów;1976-05-30;17:00;2;1;0;0;
6314;29;1975/1976;ŁKS Łódź;Stal Rzeszów;1976-05-30;17:00;3;1;0;0;
6315;29;1975/1976;Zagłębie Sosnowiec;Widzew Łódź;1976-05-30;17:00;5;1;0;0;
6316;29;1975/1976;Legia Warszawa;GKS Tychy;1976-05-30;17:00;0;1;0;0;
6317;29;1975/1976;Wisła Kraków;Lech Poznań;1976-05-30;17:00;8;0;0;0;
6318;29;1975/1976;Szombierki Bytom;ROW Rybnik;1976-05-30;17:00;3;2;0;0;
6319;30;1975/1976;ROW Rybnik;Stal Mielec;1976-06-02;17:00;2;5;0;0;
6320;30;1975/1976;Polonia Bytom;Wisła Kraków;1976-06-02;17:00;0;2;0;0;
6321;30;1975/1976;Śląsk Wrocław;Szombierki Bytom;1976-06-02;17:00;2;1;0;0;
6322;30;1975/1976;Lech Poznań;Zagłębie Sosnowiec;1976-06-02;17:00;2;1;0;0;
6323;30;1975/1976;GKS Tychy;Pogoń Szczecin;1976-06-02;17:00;2;1;0;0;
6324;30;1975/1976;Stal Rzeszów;Górnik Zabrze;1976-06-02;17:00;1;1;0;0;
6325;30;1975/1976;Ruch Chorzów;ŁKS Łódź;1976-06-02;17:00;1;0;0;0;
6326;30;1975/1976;Widzew Łódź;Legia Warszawa;1976-06-02;17:00;2;1;0;0;
6327;1;1976/1977;Arka Gdynia;Lech Poznań;1976-08-21;16:30;1;0;0;0;
6328;1;1976/1977;Szombierki Bytom;Górnik Zabrze;1976-08-22;11:00;2;1;0;0;
6329;1;1976/1977;Odra Opole;Legia Warszawa;1976-08-21;19:00;4;1;0;0;
6330;1;1976/1977;ŁKS Łódź;ROW Rybnik;1976-08-21;17:00;2;1;0;0;
6331;1;1976/1977;Wisła Kraków;Pogoń Szczecin;1976-08-21;17:30;1;1;0;0;
6332;1;1976/1977;Ruch Chorzów;Widzew Łódź;1976-08-21;18:00;2;1;0;0;
6333;1;1976/1977;Stal Mielec;Śląsk Wrocław;1976-08-22;16:30;1;1;0;0;
6334;1;1976/1977;Zagłębie Sosnowiec;GKS Tychy;1976-08-21;16:30;1;1;0;0;
6335;2;1976/1977;Górnik Zabrze;Ruch Chorzów;1976-08-25;18:00;3;0;0;0;
6336;2;1976/1977;Lech Poznań;ŁKS Łódź;1976-08-25;16:30;0;0;0;0;
6337;2;1976/1977;Pogoń Szczecin;Szombierki Bytom;1976-08-25;18:00;2;1;0;0;
6338;2;1976/1977;Widzew Łódź;Stal Mielec;1976-08-25;16:30;3;1;0;0;
6339;2;1976/1977;Śląsk Wrocław;Arka Gdynia;1976-08-25;16:30;1;0;0;0;
6340;2;1976/1977;GKS Tychy;Odra Opole;1976-08-25;16:30;1;1;0;0;
6341;2;1976/1977;Legia Warszawa;Wisła Kraków;1976-08-25;18:30;1;0;0;0;
6342;2;1976/1977;ROW Rybnik;Zagłębie Sosnowiec;1976-08-25;16:30;0;1;0;0;
6343;3;1976/1977;Śląsk Wrocław;Widzew Łódź;1976-08-29;11:00;0;0;0;0;
6344;3;1976/1977;ŁKS Łódź;Arka Gdynia;1976-08-28;17:00;2;0;0;0;
6345;3;1976/1977;Odra Opole;ROW Rybnik;1976-08-28;19:00;1;0;0;0;
6346;3;1976/1977;Ruch Chorzów;Pogoń Szczecin;1976-08-28;17:30;2;0;0;0;
6347;3;1976/1977;Wisła Kraków;GKS Tychy;1976-08-29;16:30;3;1;0;0;
6348;3;1976/1977;Stal Mielec;Górnik Zabrze;1976-08-29;15:00;2;0;0;0;
6349;3;1976/1977;Szombierki Bytom;Legia Warszawa;1976-08-29;11:00;1;1;0;0;
6350;3;1976/1977;Zagłębie Sosnowiec;Lech Poznań;1976-08-29;16:00;2;1;0;0;
6351;4;1976/1977;Arka Gdynia;Zagłębie Sosnowiec;1976-09-01;16:00;1;1;0;0;
6352;4;1976/1977;Lech Poznań;Odra Opole;1976-09-01;16:30;0;0;0;0;
6353;4;1976/1977;Pogoń Szczecin;Stal Mielec;1976-09-01;18:00;0;0;0;0;
6354;4;1976/1977;ROW Rybnik;Wisła Kraków;1976-09-01;16:00;3;3;0;0;
6355;4;1976/1977;GKS Tychy;Szombierki Bytom;1976-09-01;16:30;3;2;0;0;
6356;4;1976/1977;Legia Warszawa;Ruch Chorzów;1976-09-01;18:00;1;1;0;0;
6357;4;1976/1977;Górnik Zabrze;Widzew Łódź;1976-09-01;17:30;2;1;0;0;
6358;4;1976/1977;ŁKS Łódź;Śląsk Wrocław;1976-09-01;17:25;2;3;0;0;
6359;5;1976/1977;Śląsk Wrocław;Górnik Zabrze;1976-09-05;11:00;2;0;0;0;
6360;5;1976/1977;Widzew Łódź;Pogoń Szczecin;1976-09-04;16:00;4;4;0;0;
6361;5;1976/1977;Zagłębie Sosnowiec;ŁKS Łódź;1976-09-05;11:00;0;0;0;0;
6362;5;1976/1977;Stal Mielec;Legia Warszawa;1976-09-05;15:00;1;1;0;0;
6363;5;1976/1977;Wisła Kraków;Lech Poznań;1976-09-04;18:00;4;1;0;0;
6364;5;1976/1977;Ruch Chorzów;GKS Tychy;1976-09-05;19:00;2;0;0;0;
6365;5;1976/1977;Odra Opole;Arka Gdynia;1976-09-05;18:00;3;0;0;0;
6366;5;1976/1977;Szombierki Bytom;ROW Rybnik;1976-09-05;11:00;2;2;0;0;
6367;6;1976/1977;Legia Warszawa;Widzew Łódź;1976-09-11;18:00;4;1;0;0;
6368;6;1976/1977;ROW Rybnik;Ruch Chorzów;1976-09-12;11:00;4;2;0;0;
6369;6;1976/1977;Pogoń Szczecin;Górnik Zabrze;1976-09-12;18:00;3;0;0;0;
6370;6;1976/1977;GKS Tychy;Stal Mielec;1976-09-11;16:00;1;2;0;0;
6371;6;1976/1977;Lech Poznań;Szombierki Bytom;1976-09-12;11:00;1;2;0;0;
6372;6;1976/1977;Arka Gdynia;Wisła Kraków;1976-09-11;15:00;1;0;0;0;
6373;6;1976/1977;ŁKS Łódź;Odra Opole;1976-09-11;16:00;3;1;0;0;
6374;6;1976/1977;Zagłębie Sosnowiec;Śląsk Wrocław;1976-09-11;15:30;2;1;0;0;
6375;7;1976/1977;Śląsk Wrocław;Pogoń Szczecin;1976-09-19;11:00;2;2;0;0;
6376;7;1976/1977;Szombierki Bytom;Arka Gdynia;1976-09-19;11:00;2;1;0;0;
6377;7;1976/1977;Wisła Kraków;ŁKS Łódź;1976-09-19;18:00;2;2;0;0;
6378;7;1976/1977;Ruch Chorzów;Lech Poznań;1976-09-18;17:30;4;1;0;0;
6379;7;1976/1977;Widzew Łódź;GKS Tychy;1976-09-19;15:30;3;1;0;0;
6380;7;1976/1977;Stal Mielec;ROW Rybnik;1976-09-19;15:00;3;1;0;0;
6381;7;1976/1977;Górnik Zabrze;Legia Warszawa;1976-09-18;17:00;2;2;0;0;
6382;7;1976/1977;Odra Opole;Zagłębie Sosnowiec;1976-09-19;12:00;3;3;0;0;
6383;8;1976/1977;Lech Poznań;Stal Mielec;1976-09-25;15:00;1;5;0;0;
6384;8;1976/1977;Legia Warszawa;Pogoń Szczecin;1976-09-25;18:00;0;1;0;0;
6385;8;1976/1977;ROW Rybnik;Widzew Łódź;1976-09-26;11:00;2;2;0;0;
6386;8;1976/1977;ŁKS Łódź;Szombierki Bytom;1976-09-25;15:30;4;0;0;0;
6387;8;1976/1977;GKS Tychy;Górnik Zabrze;1976-09-25;15:00;0;1;0;0;
6388;8;1976/1977;Arka Gdynia;Ruch Chorzów;1976-09-26;15:00;4;1;0;0;
6389;8;1976/1977;Zagłębie Sosnowiec;Wisła Kraków;1976-09-25;14:45;0;0;0;0;
6390;8;1976/1977;Odra Opole;Śląsk Wrocław;1976-09-26;18:00;0;1;0;0;
6391;9;1976/1977;Pogoń Szczecin;GKS Tychy;1976-10-03;17:00;3;1;0;0;
6392;9;1976/1977;Ruch Chorzów;ŁKS Łódź;1976-10-03;18:00;2;5;0;0;
6393;9;1976/1977;Wisła Kraków;Odra Opole;1976-10-03;17:15;0;0;0;0;
6394;9;1976/1977;Stal Mielec;Arka Gdynia;1976-10-03;14:00;2;1;0;0;
6395;9;1976/1977;Śląsk Wrocław;Legia Warszawa;1976-10-03;11:00;2;1;0;0;
6396;9;1976/1977;Górnik Zabrze;ROW Rybnik;1976-10-03;17:00;2;1;0;0;
6397;9;1976/1977;Szombierki Bytom;Zagłębie Sosnowiec;1976-10-03;11:00;2;0;0;0;
6398;9;1976/1977;Widzew Łódź;Lech Poznań;1976-10-02;14:30;1;0;0;0;
6399;10;1976/1977;Ruch Chorzów;Odra Opole;1976-10-24;17:00;0;0;0;0;
6400;10;1976/1977;Górnik Zabrze;Arka Gdynia;1976-10-23;17:00;2;0;0;0;
6401;10;1976/1977;Śląsk Wrocław;GKS Tychy;1976-10-24;11:00;0;0;0;0;
6402;10;1976/1977;Stal Mielec;Zagłębie Sosnowiec;1976-10-24;11:00;0;1;0;0;
6403;10;1976/1977;Widzew Łódź;ŁKS Łódź;1976-10-24;11:00;0;0;0;0;
6404;10;1976/1977;Legia Warszawa;ROW Rybnik;1976-10-23;17:00;0;0;0;0;
6405;10;1976/1977;Pogoń Szczecin;Lech Poznań;1976-10-24;16:00;2;1;0;0;
6406;10;1976/1977;Szombierki Bytom;Wisła Kraków;1976-10-24;11:00;0;0;0;0;
6407;11;1976/1977;Zagłębie Sosnowiec;Widzew Łódź;1976-11-07;11:00;2;2;0;0;
6408;11;1976/1977;Szombierki Bytom;Śląsk Wrocław;1976-11-07;11:00;0;1;0;0;
6409;11;1976/1977;Arka Gdynia;Pogoń Szczecin;1976-11-07;11:00;2;1;0;0;
6410;11;1976/1977;ŁKS Łódź;Górnik Zabrze;1976-11-06;16:00;1;0;0;0;
6411;11;1976/1977;Odra Opole;Stal Mielec;1976-11-06;17:00;2;3;0;0;
6412;11;1976/1977;Lech Poznań;Legia Warszawa;1976-11-07;11:00;1;2;0;0;
6413;11;1976/1977;Wisła Kraków;Ruch Chorzów;1976-11-07;12:00;1;0;0;0;
6414;11;1976/1977;ROW Rybnik;GKS Tychy;1976-11-07;11:00;1;0;0;0;
6415;12;1976/1977;Ruch Chorzów;Szombierki Bytom;1976-11-14;17:00;1;2;0;0;
6416;12;1976/1977;Legia Warszawa;Arka Gdynia;1976-11-13;17:00;2;1;0;0;
6417;12;1976/1977;Stal Mielec;Wisła Kraków;1976-11-13;11:00;1;0;0;0;
6418;12;1976/1977;Pogoń Szczecin;ŁKS Łódź;1976-11-13;16:00;0;0;0;0;
6419;12;1976/1977;Widzew Łódź;Odra Opole;1976-11-14;11:00;3;2;0;0;
6420;12;1976/1977;Górnik Zabrze;Zagłębie Sosnowiec;1976-11-13;17:00;0;0;0;0;
6421;12;1976/1977;GKS Tychy;Lech Poznań;1976-11-14;11:00;1;1;0;0;
6422;12;1976/1977;Śląsk Wrocław;ROW Rybnik;1976-11-14;11:00;3;2;0;0;
6423;13;1976/1977;Odra Opole;Górnik Zabrze;1976-11-20;16:00;0;2;0;0;
6424;13;1976/1977;Wisła Kraków;Widzew Łódź;1976-11-20;16:00;0;1;0;0;
6425;13;1976/1977;Arka Gdynia;GKS Tychy;1976-11-21;11:00;2;1;0;0;
6426;13;1976/1977;ŁKS Łódź;Legia Warszawa;1976-11-20;16:00;3;2;0;0;
6427;13;1976/1977;Ruch Chorzów;Śląsk Wrocław;1976-11-20;16:30;3;1;0;0;
6428;13;1976/1977;Szombierki Bytom;Stal Mielec;1976-11-21;13:00;2;0;0;0;
6429;13;1976/1977;Zagłębie Sosnowiec;Pogoń Szczecin;1976-11-21;11:00;2;1;0;0;
6430;13;1976/1977;Lech Poznań;ROW Rybnik;1976-11-21;11:00;4;0;0;0;
6431;14;1976/1977;Widzew Łódź;Szombierki Bytom;1976-11-28;11:00;2;0;0;0;
6432;14;1976/1977;Stal Mielec;Ruch Chorzów;1976-11-28;12:15;1;1;0;0;
6433;14;1976/1977;Pogoń Szczecin;Odra Opole;1976-11-28;15:00;1;0;0;0;
6434;14;1976/1977;GKS Tychy;ŁKS Łódź;1976-11-28;13:30;1;2;0;0;
6435;14;1976/1977;Górnik Zabrze;Wisła Kraków;1976-11-27;17:00;0;1;0;0;
6436;14;1976/1977;Legia Warszawa;Zagłębie Sosnowiec;1976-11-28;12:00;3;0;0;0;
6437;14;1976/1977;ROW Rybnik;Arka Gdynia;1976-11-28;11:00;2;0;0;0;
6438;14;1976/1977;Śląsk Wrocław;Lech Poznań;1976-11-28;11:00;1;0;0;0;
6439;15;1976/1977;ROW Rybnik;Pogoń Szczecin;1976-12-04;13:00;0;1;0;0;
6440;15;1976/1977;ŁKS Łódź;Stal Mielec;1976-12-04;16:00;0;0;0;0;
6441;15;1976/1977;GKS Tychy;Legia Warszawa;1976-12-05;11:00;1;1;0;0;
6442;15;1976/1977;Lech Poznań;Górnik Zabrze;1976-12-05;11:00;4;0;0;0;
6443;15;1976/1977;Zagłębie Sosnowiec;Ruch Chorzów;1976-12-05;12:00;1;1;0;0;
6444;15;1976/1977;Odra Opole;Szombierki Bytom;1976-12-05;12:00;2;1;0;0;
6445;15;1976/1977;Wisła Kraków;Śląsk Wrocław;1976-12-05;12:00;5;0;0;0;
6446;15;1976/1977;Arka Gdynia;Widzew Łódź;1976-12-05;11:00;2;2;0;0;
6447;16;1976/1977;Śląsk Wrocław;Stal Mielec;1977-02-26;15:00;1;0;0;0;
6448;16;1976/1977;Widzew Łódź;Ruch Chorzów;1977-02-27;11:00;1;1;0;0;
6449;16;1976/1977;Górnik Zabrze;Szombierki Bytom;1977-02-27;14:00;2;1;0;0;
6450;16;1976/1977;ROW Rybnik;ŁKS Łódź;1977-02-27;11:00;0;1;0;0;
6451;16;1976/1977;GKS Tychy;Zagłębie Sosnowiec;1977-02-27;14:00;1;0;0;0;
6452;16;1976/1977;Legia Warszawa;Odra Opole;1977-02-27;12:00;1;0;0;0;
6453;16;1976/1977;Lech Poznań;Arka Gdynia;1977-02-27;11:00;0;2;0;0;
6454;16;1976/1977;Pogoń Szczecin;Wisła Kraków;1977-02-27;16:30;2;1;0;0;
6455;17;1976/1977;Wisła Kraków;Legia Warszawa;1977-03-05;14:00;3;1;0;0;
6456;17;1976/1977;Arka Gdynia;Śląsk Wrocław;1977-03-05;14:30;2;0;0;0;
6457;17;1976/1977;Zagłębie Sosnowiec;ROW Rybnik;1977-03-06;11:00;3;0;0;0;
6458;17;1976/1977;Ruch Chorzów;Górnik Zabrze;1977-03-05;17:00;0;1;0;0;
6459;17;1976/1977;ŁKS Łódź;Lech Poznań;1977-03-05;15:30;0;0;0;0;
6460;17;1976/1977;Szombierki Bytom;Pogoń Szczecin;1977-03-06;11:00;0;1;0;0;
6461;17;1976/1977;Stal Mielec;Widzew Łódź;1977-03-05;14:00;1;0;0;0;
6462;17;1976/1977;Odra Opole;GKS Tychy;1977-03-06;12:00;1;1;0;0;
6463;18;1976/1977;Widzew Łódź;Śląsk Wrocław;1977-03-12;15:00;4;0;0;0;
6464;18;1976/1977;ROW Rybnik;Odra Opole;1977-03-13;11:00;0;1;0;0;
6465;18;1976/1977;Legia Warszawa;Szombierki Bytom;1977-03-12;17:00;2;1;0;0;
6466;18;1976/1977;Pogoń Szczecin;Ruch Chorzów;1977-03-12;17:00;1;1;0;0;
